Sample_ID,PC1_0.03008,PC2_0.01143,PC3_0.00354,Super_Population,Population,Population_Description
NA18634,0.8044503005397371,2.0489861666553577,0.1337906027883501,EAS,CHB,"Han Chinese in Bejing, China"
NA18635,0.638537354594186,1.5255222997446083,-0.12738986969570884,EAS,CHB,"Han Chinese in Bejing, China"
NA18636,0.7448897952486244,1.8526253988124024,-0.05880160589057541,EAS,CHB,"Han Chinese in Bejing, China"
NA18637,0.7979456381785042,1.6055150671017957,0.13461473998030773,EAS,CHB,"Han Chinese in Bejing, China"
NA18638,0.6554354787622656,1.5924382505721906,0.4797121096543888,EAS,CHB,"Han Chinese in Bejing, China"
NA18639,0.6343732872242371,1.9129215064438352,0.25510589668918354,EAS,CHB,"Han Chinese in Bejing, China"
NA18640,0.7693394002331508,1.4505174324306225,0.32667366732451664,EAS,CHB,"Han Chinese in Bejing, China"
NA18641,0.734281196359155,1.5519215797591452,-0.3027750211734788,EAS,CHB,"Han Chinese in Bejing, China"
NA18642,0.6945750018606539,1.4992199642264086,-0.3063792267694955,EAS,CHB,"Han Chinese in Bejing, China"
NA18643,0.8532547487665021,1.48289362311303,0.014437909587773122,EAS,CHB,"Han Chinese in Bejing, China"
NA18644,0.6697949021630284,1.5803551633018684,0.5890599414687407,EAS,CHB,"Han Chinese in Bejing, China"
NA18645,0.8013778022635631,1.6726701599488738,0.2794587005138607,EAS,CHB,"Han Chinese in Bejing, China"
NA18646,0.7779679948105067,1.828407071180956,0.24671341496622826,EAS,CHB,"Han Chinese in Bejing, China"
NA18647,0.7013913037891985,1.523771844233374,-0.5092875900260027,EAS,CHB,"Han Chinese in Bejing, China"
NA18648,0.7741627781149302,1.5050731717758126,-0.4819358256551341,EAS,CHB,"Han Chinese in Bejing, China"
NA18740,0.741631567420755,1.9383043988791109,-0.44162326767193577,EAS,CHB,"Han Chinese in Bejing, China"
NA18745,0.7767441360332942,1.5561016403485373,0.3906880509699788,EAS,CHB,"Han Chinese in Bejing, China"
NA18747,0.8433269089217329,1.659338089052175,0.0674370549072351,EAS,CHB,"Han Chinese in Bejing, China"
NA18748,0.8625754168101433,1.540580015880492,0.026689691078954258,EAS,CHB,"Han Chinese in Bejing, China"
NA18749,0.7250598041135705,1.4508229540483963,0.0187866949740412,EAS,CHB,"Han Chinese in Bejing, China"
NA18757,0.7751296966721789,1.9301604420721343,0.268295519000284,EAS,CHB,"Han Chinese in Bejing, China"
NA18853,-1.814148740157376,0.1035306481617254,-0.10975314178393404,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18856,-1.8216216069045,0.1273649374904059,-0.04801653083852064,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18858,-1.5761575056577684,0.0529563056111048,0.05646663042028373,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18861,-1.6246951566667682,0.11854865157385525,0.2049838296167669,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18864,-1.7412942136763416,0.2006767493206288,0.1827682463552319,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18865,-1.6152933272309955,0.21782218919659369,-0.19033256454645173,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18867,-1.7168425026269492,0.2808037137432906,-0.0527532189951384,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18868,-1.665740478873542,0.031791989871483316,0.04066045941487597,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18870,-1.8791559293908315,0.025238764426547967,0.3119748948039937,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18871,-1.626054066592576,-0.0790144961952134,0.2382216927966973,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18873,-1.8311435597923464,0.24470202112684145,0.17486109642169478,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18874,-1.7926056048931187,0.2518411183036399,-0.048181952688069636,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18876,-1.7565981828859287,0.13384228646997146,0.01531454224054285,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18877,-1.778412260328744,-0.04108836916359015,-0.2298803247339736,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18878,-1.7533206883335806,0.24788265604888896,-0.42056994367744777,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18879,-1.8521220229388111,0.12577068099356456,-0.33801657210080305,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18881,-1.906049207342684,0.1393280099874297,0.018662054935898103,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18907,-1.72232715621659,0.21815010593836487,0.07535021721942217,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18908,-1.833567717259953,0.2072054998520424,0.1839825706626561,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18909,-1.7705868259842157,0.2389383972783229,-0.2481146252658292,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18910,-1.7023117742879468,0.3565748067591996,0.0226189774424854,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18912,-1.7357023622607834,0.2034414960667281,-0.2685519803632114,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18915,-1.7295383433020823,-0.0012356992447483909,-0.11230589152198714,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18916,-1.8296590263329515,0.03104509201577103,0.07071228167129033,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18917,-1.676152464239969,0.2546831211760893,-0.1779057015944028,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18923,-1.8130351234431188,0.059551101940501165,-0.16226788177757984,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18924,-1.5978475842372633,0.3135278584446459,0.33031089383336804,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18933,-1.7611679642613962,0.11722538538911853,0.00035348483487382317,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18934,-1.8224415112148395,0.17755431188012574,-0.2741320977793763,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA18939,0.8072376791981872,1.7249226287599788,-0.08855445758681046,EAS,JPT,"Japanese in Tokyo, Japan"
NA18940,0.7347457208136385,1.4341838414632222,0.13143109024054722,EAS,JPT,"Japanese in Tokyo, Japan"
NA18941,0.7045311925729884,1.4122472873043748,0.5664627562471644,EAS,JPT,"Japanese in Tokyo, Japan"
NA18942,0.779922873886555,1.2239352640825492,0.7382664808999893,EAS,JPT,"Japanese in Tokyo, Japan"
NA18943,0.8087809717589022,1.7959448181550492,-0.5768810440495602,EAS,JPT,"Japanese in Tokyo, Japan"
NA18944,0.7049805818205827,1.4909135991483913,0.07042609191970246,EAS,JPT,"Japanese in Tokyo, Japan"
NA18945,0.6426903296896416,1.4878143994044086,0.5602508041152449,EAS,JPT,"Japanese in Tokyo, Japan"
NA18946,0.703456994253442,1.6989185991643032,0.09364939951464547,EAS,JPT,"Japanese in Tokyo, Japan"
NA18947,0.5117646341151797,1.6119957152142796,0.3771223058919309,EAS,JPT,"Japanese in Tokyo, Japan"
NA18948,0.8217957158609653,1.7064524228959694,-0.3506635258472318,EAS,JPT,"Japanese in Tokyo, Japan"
NA18949,0.6831245925842572,1.8034342463065105,-0.6471259373313616,EAS,JPT,"Japanese in Tokyo, Japan"
NA18950,0.7529723059420499,1.7236319865627654,-0.2761340841135992,EAS,JPT,"Japanese in Tokyo, Japan"
NA18951,0.8199374493850031,1.4462659080164362,0.3715818946291976,EAS,JPT,"Japanese in Tokyo, Japan"
NA18952,0.6993843129857806,1.7915541967793034,-0.2197308672318965,EAS,JPT,"Japanese in Tokyo, Japan"
NA18953,0.7380141445553752,1.958463838026106,-0.03568630638194601,EAS,JPT,"Japanese in Tokyo, Japan"
NA18954,0.7563289593693199,1.6500388773144714,0.12065461666926153,EAS,JPT,"Japanese in Tokyo, Japan"
NA18956,0.7654868130231055,1.8546429696803448,0.3291358187911895,EAS,JPT,"Japanese in Tokyo, Japan"
NA18957,0.7103422496415456,1.2012062777479968,-0.5412048390596341,EAS,JPT,"Japanese in Tokyo, Japan"
NA18959,0.7339019218887294,1.4719148056455158,0.2564881646164918,EAS,JPT,"Japanese in Tokyo, Japan"
NA18960,0.7463651295361556,1.8855489854086551,-0.4563993526541094,EAS,JPT,"Japanese in Tokyo, Japan"
NA18961,0.7655122464865951,1.8000757645618308,0.3570415417596951,EAS,JPT,"Japanese in Tokyo, Japan"
NA18962,0.7497036525924424,1.6075197751589796,-0.03083750488244675,EAS,JPT,"Japanese in Tokyo, Japan"
NA18963,0.8441446507213838,1.3734938600158986,0.3790108003744129,EAS,JPT,"Japanese in Tokyo, Japan"
NA18964,0.7548899665140673,1.8111644849682544,-0.28676470778231355,EAS,JPT,"Japanese in Tokyo, Japan"
NA18965,0.8263287251265521,1.6217971013652448,0.5239429934096166,EAS,JPT,"Japanese in Tokyo, Japan"
NA18966,0.7194148150244422,1.7706875451688269,-0.12646562379390133,EAS,JPT,"Japanese in Tokyo, Japan"
NA18967,0.7797852750524404,1.586049912674932,-0.31303522535511985,EAS,JPT,"Japanese in Tokyo, Japan"
NA18968,0.7520742255183847,1.6143124813643597,-0.7718630633572329,EAS,JPT,"Japanese in Tokyo, Japan"
NA18969,0.7429713235184898,1.815781959727032,-0.4924096550019719,EAS,JPT,"Japanese in Tokyo, Japan"
NA18970,0.6794596581545559,1.6535029992172272,0.6468215694525894,EAS,JPT,"Japanese in Tokyo, Japan"
NA18971,0.8168290798014136,1.590925246785248,-0.14906691695328214,EAS,JPT,"Japanese in Tokyo, Japan"
NA18972,0.7869956958832671,1.731833372608071,-0.5228671528617433,EAS,JPT,"Japanese in Tokyo, Japan"
NA18973,0.6466644887643209,1.6353700610768438,-0.11146563032710044,EAS,JPT,"Japanese in Tokyo, Japan"
NA18974,0.6697032519626521,1.6995359111837882,-0.4195650316912282,EAS,JPT,"Japanese in Tokyo, Japan"
NA18975,0.7254302580675146,1.6781060425403351,0.3058786687224388,EAS,JPT,"Japanese in Tokyo, Japan"
NA18976,0.8157962632246203,1.6781482724494134,-0.008660411591465432,EAS,JPT,"Japanese in Tokyo, Japan"
NA18977,0.8368958388639469,1.4169810416744666,-0.0817810913768502,EAS,JPT,"Japanese in Tokyo, Japan"
NA18978,0.8150826359329494,1.7588837959834318,0.02817233248996532,EAS,JPT,"Japanese in Tokyo, Japan"
NA18979,0.7060015388262717,1.8159460547334998,-0.32510403105501506,EAS,JPT,"Japanese in Tokyo, Japan"
NA18980,0.8105850085584373,1.5320795405486085,0.27019839267490964,EAS,JPT,"Japanese in Tokyo, Japan"
NA18981,0.6957686995388491,1.4053703870474628,0.4175224443791306,EAS,JPT,"Japanese in Tokyo, Japan"
NA18982,0.8619833661918207,1.7361252702312635,-0.35726882996918263,EAS,JPT,"Japanese in Tokyo, Japan"
NA18983,0.6201065064475314,1.853176906180028,-0.2685896800603603,EAS,JPT,"Japanese in Tokyo, Japan"
NA18984,0.7393271434889647,1.8591501720949688,-0.19394641559524955,EAS,JPT,"Japanese in Tokyo, Japan"
NA18985,0.6557671672122181,1.7456123535039585,-0.08825695697943617,EAS,JPT,"Japanese in Tokyo, Japan"
NA18986,0.7733290644950882,1.7321337814876443,0.2625799302819686,EAS,JPT,"Japanese in Tokyo, Japan"
NA18987,0.6888177264546614,1.5925808718860333,0.23162300710689074,EAS,JPT,"Japanese in Tokyo, Japan"
NA18988,0.6696104542390574,1.6877180493936572,-0.3370454856899829,EAS,JPT,"Japanese in Tokyo, Japan"
NA18989,0.8376963430749798,1.4797167142947876,0.3744484626324012,EAS,JPT,"Japanese in Tokyo, Japan"
NA18990,0.8523211286207872,1.6255589636910042,-0.3882651403560762,EAS,JPT,"Japanese in Tokyo, Japan"
NA18991,0.7758443689671721,1.6350852030410723,0.25179096459585104,EAS,JPT,"Japanese in Tokyo, Japan"
NA18992,0.6881993638767389,1.6875540297132157,-0.1803709381864335,EAS,JPT,"Japanese in Tokyo, Japan"
NA18993,0.7675704048383816,1.649899508334801,-0.1590026218813295,EAS,JPT,"Japanese in Tokyo, Japan"
NA18994,0.7333300004752265,1.7173096885975925,-0.15199815059361266,EAS,JPT,"Japanese in Tokyo, Japan"
NA18995,0.838810436963581,1.6585568216237696,0.5767981467289593,EAS,JPT,"Japanese in Tokyo, Japan"
NA18997,0.7766630194129815,1.5400276239741482,-0.4277545069794568,EAS,JPT,"Japanese in Tokyo, Japan"
NA18998,0.7453098505312661,1.6004547752634688,0.6895151339113673,EAS,JPT,"Japanese in Tokyo, Japan"
NA18999,0.8104861334495864,1.7823620165587215,-0.16578034013111775,EAS,JPT,"Japanese in Tokyo, Japan"
NA19000,0.5902319544496935,1.5349531781798456,0.4277668946658684,EAS,JPT,"Japanese in Tokyo, Japan"
NA19001,0.6512381091291279,1.6457709056708305,0.4304058908783123,EAS,JPT,"Japanese in Tokyo, Japan"
NA19002,0.7134434331533359,1.5960551642399192,-0.08483303105922835,EAS,JPT,"Japanese in Tokyo, Japan"
NA19003,0.6454572036088977,1.7604935351690645,-0.011774355377732892,EAS,JPT,"Japanese in Tokyo, Japan"
NA19004,0.6844381998455726,1.5886952318872227,0.19433888028096075,EAS,JPT,"Japanese in Tokyo, Japan"
NA19005,0.7221627735329578,1.5615906879046029,0.07821198265773688,EAS,JPT,"Japanese in Tokyo, Japan"
NA19006,0.7662338869568635,1.4210532970302578,0.08211711747957702,EAS,JPT,"Japanese in Tokyo, Japan"
NA19007,0.9063446327063678,1.5286854952616176,-0.1296952506331497,EAS,JPT,"Japanese in Tokyo, Japan"
NA19009,0.8695553376027596,1.172447865472866,0.3216718093741467,EAS,JPT,"Japanese in Tokyo, Japan"
NA19010,0.7863891714852368,1.7638737649076492,0.04026509688126822,EAS,JPT,"Japanese in Tokyo, Japan"
NA19011,0.7624788310514616,1.7194721296694804,0.273452083748906,EAS,JPT,"Japanese in Tokyo, Japan"
NA19012,0.9121612587947768,1.3332433569455249,0.10331657065821584,EAS,JPT,"Japanese in Tokyo, Japan"
NA19017,-1.6800965023126326,0.08242093843928873,-0.3558735793037289,AFR,LWK,"Luhya in Webuye, Kenya"
NA19019,-1.8101926735610192,0.3027946886206961,0.2279285501239245,AFR,LWK,"Luhya in Webuye, Kenya"
NA19020,-1.4333050094766766,0.18827361653888186,-0.057659879823241875,AFR,LWK,"Luhya in Webuye, Kenya"
NA19023,-1.8013896276909864,0.03730248494245719,-0.04636744687966225,AFR,LWK,"Luhya in Webuye, Kenya"
NA19024,-1.636874136729933,0.09985300951465632,-0.03675371348772034,AFR,LWK,"Luhya in Webuye, Kenya"
NA19025,-1.649884326968444,0.1639958400925006,0.02300647479536011,AFR,LWK,"Luhya in Webuye, Kenya"
NA19026,-1.3766920777447094,-0.09849345228420046,-0.3030249846765675,AFR,LWK,"Luhya in Webuye, Kenya"
NA19027,-1.5893856458696145,0.1293186862428586,0.4067452270861641,AFR,LWK,"Luhya in Webuye, Kenya"
NA19028,-1.761772515406661,0.1595492653391236,0.12909434751282875,AFR,LWK,"Luhya in Webuye, Kenya"
NA19030,-1.7139820494983913,-0.03585742054516086,-0.18826177029937127,AFR,LWK,"Luhya in Webuye, Kenya"
NA19031,-1.6541800936976767,0.1101882290605991,0.2762056402549101,AFR,LWK,"Luhya in Webuye, Kenya"
NA19035,-1.7336699356033116,0.2023217034835228,-0.25353003797742724,AFR,LWK,"Luhya in Webuye, Kenya"
NA19036,-1.565762825928828,0.21374516020195847,-0.07529163548095333,AFR,LWK,"Luhya in Webuye, Kenya"
NA19037,-1.5301451444898462,0.05688565117854419,0.15409755496013014,AFR,LWK,"Luhya in Webuye, Kenya"
NA19038,-1.5763335028635843,0.06998598063827023,-0.14230006600729525,AFR,LWK,"Luhya in Webuye, Kenya"
NA19041,-1.7341313669925351,0.3245919527217273,-0.0390262544146747,AFR,LWK,"Luhya in Webuye, Kenya"
NA19042,-1.620969422913179,0.014430570123757876,0.2674493390632126,AFR,LWK,"Luhya in Webuye, Kenya"
NA19043,-1.7168421525954911,0.13476431354913146,-0.03726949820779591,AFR,LWK,"Luhya in Webuye, Kenya"
NA19054,0.8120582253255815,1.4186348776498956,0.3715440852629036,EAS,JPT,"Japanese in Tokyo, Japan"
NA19055,0.7657957590885911,1.822704517099524,-0.3444191230201412,EAS,JPT,"Japanese in Tokyo, Japan"
NA19056,0.7847586660270238,1.3097687535674518,0.5876163537355596,EAS,JPT,"Japanese in Tokyo, Japan"
NA19057,0.7639629771790358,1.6261930513341565,0.2832694943119729,EAS,JPT,"Japanese in Tokyo, Japan"
NA19058,0.7131483289641748,1.6538173243037269,0.19798372804861086,EAS,JPT,"Japanese in Tokyo, Japan"
NA19059,0.8071242366549369,1.7458385745715677,-0.02456171394424134,EAS,JPT,"Japanese in Tokyo, Japan"
NA19060,0.8038660067459897,1.5065917918396827,0.1351969952799172,EAS,JPT,"Japanese in Tokyo, Japan"
NA19062,0.8749177020473752,1.8028394251171207,-0.01960898151769229,EAS,JPT,"Japanese in Tokyo, Japan"
NA19063,0.8463010700531997,1.3662230084395874,0.3488957041172272,EAS,JPT,"Japanese in Tokyo, Japan"
NA19064,0.7769792598170133,1.7873150791706152,0.5932739217736623,EAS,JPT,"Japanese in Tokyo, Japan"
NA19065,0.6393113345480077,1.5250159423454568,-0.15839972960006596,EAS,JPT,"Japanese in Tokyo, Japan"
NA19066,0.7860385578395044,1.7934445809631552,-0.44846003637626974,EAS,JPT,"Japanese in Tokyo, Japan"
NA19067,0.8038867133587447,1.9515397862202293,-0.3560591476192275,EAS,JPT,"Japanese in Tokyo, Japan"
NA19068,0.9021019688703826,1.7005729562034686,-0.19224233327790324,EAS,JPT,"Japanese in Tokyo, Japan"
NA19070,0.6992110477916704,1.6478092353357574,-0.17644084352244618,EAS,JPT,"Japanese in Tokyo, Japan"
NA19072,0.7243509453254706,1.4579416141737125,-0.557733945584946,EAS,JPT,"Japanese in Tokyo, Japan"
NA19074,0.827486961753991,1.7393350825171483,-0.19431044715246806,EAS,JPT,"Japanese in Tokyo, Japan"
NA19075,0.7098259509884064,1.5946955134413052,0.41449582634913024,EAS,JPT,"Japanese in Tokyo, Japan"
NA19076,0.6239456342394005,1.3543862850855173,-0.3574143321811217,EAS,JPT,"Japanese in Tokyo, Japan"
NA19077,0.759373310735053,1.7116648733686417,0.07029820697146283,EAS,JPT,"Japanese in Tokyo, Japan"
NA19078,0.7109336116569572,1.9570029094664627,0.16494625573237764,EAS,JPT,"Japanese in Tokyo, Japan"
NA19079,0.7266511947710157,1.7855984143894277,-0.14213796135228182,EAS,JPT,"Japanese in Tokyo, Japan"
NA19080,0.8594849374901521,1.884179753337416,0.06182361239729914,EAS,JPT,"Japanese in Tokyo, Japan"
NA19081,0.6742741214917677,1.6336524008761422,-0.3060105289049291,EAS,JPT,"Japanese in Tokyo, Japan"
NA19082,0.7034573498528279,1.642060424150258,0.5232682552610308,EAS,JPT,"Japanese in Tokyo, Japan"
NA19083,0.563170117052122,1.5814668039341608,0.6308532470715518,EAS,JPT,"Japanese in Tokyo, Japan"
NA19084,0.7150765279679678,1.746202982908518,0.12224411256554585,EAS,JPT,"Japanese in Tokyo, Japan"
NA19085,0.7023820956470495,1.5349880546223973,0.1540942905201682,EAS,JPT,"Japanese in Tokyo, Japan"
NA19086,0.901919502762484,1.7593594203298326,-0.3887654782338392,EAS,JPT,"Japanese in Tokyo, Japan"
NA19087,0.7667088937270928,1.5753341154888396,-0.01875021188471584,EAS,JPT,"Japanese in Tokyo, Japan"
NA19088,0.8229183979714124,1.7445066264815356,-0.13433913843641807,EAS,JPT,"Japanese in Tokyo, Japan"
NA19089,0.7018743929674708,1.5986032501602108,0.0830814217061764,EAS,JPT,"Japanese in Tokyo, Japan"
NA19090,0.8473642221157947,1.6085723171570965,-0.3477757192069152,EAS,JPT,"Japanese in Tokyo, Japan"
NA19091,0.8743428920713859,1.8162497436337253,0.023393398287550143,EAS,JPT,"Japanese in Tokyo, Japan"
NA19092,-1.7036833276692454,0.3043228029830249,0.08356353544489137,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19093,-1.7145277466956208,0.13595022314572627,0.007273954976080195,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19095,-1.8311581310188425,0.3306031736974908,-0.15391963171432682,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19096,-1.7432138065834404,0.2353076501849633,-0.12323521585724145,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19098,-1.6819794917834994,-0.07476538310224444,-0.11171470576994352,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19099,-1.7270975696109985,0.3676208619041237,-0.007781643520665773,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19102,-1.7435748712692245,0.19745114680721687,0.3600895740342651,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19107,-1.8001696085110594,0.21158030193976465,-0.13115066063389558,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19108,-1.8733408972785863,0.19632591353567347,-0.1472969722805872,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19113,-1.7975753484032906,0.3212821577822129,0.1274253232534628,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19114,-1.808900691289019,0.18626952189980334,0.056630717209773675,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19116,-1.8371488524136923,0.22157228841417773,-0.4053373253546075,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19117,-1.92301706373018,0.33476504491709663,-0.2291678309820134,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19118,-1.6926351957084715,0.10889221665820027,-0.02369478190157685,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19119,-1.874741237395377,0.1828467488792876,-0.15382739040227636,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19121,-1.7836490782584367,0.24537486424768776,-0.14898592840158864,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19129,-1.7210726792954114,0.2086881747747922,0.04343408219650675,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19130,-1.6982134262459865,-0.042632588003219264,-0.15616434065272894,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19131,-1.8016767971704983,-0.020671694401852632,0.07005751858044766,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19137,-1.7895466196622505,0.37192623338205055,0.14421764897714487,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19138,-1.8010274367818642,-0.02317967252748425,0.05116466346288847,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19141,-1.811507874683464,0.2618496775384321,-0.010268894169131888,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19143,-1.6061494451668048,0.2592504406513802,0.047293269402753566,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19144,-1.7057378589518584,0.3335427502487121,0.09640389913446268,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19146,-1.7536007355411782,0.20489001926319844,0.34754872616947824,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19147,-1.7826644664383844,0.2188557265465164,-0.07760311496623305,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19149,-1.7690614792759674,0.09192609351029844,-0.33204281256662443,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19152,-1.8019036587920227,0.2481069504987649,0.2683733592742463,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19153,-1.8021785423875265,0.20468859113240886,0.1588423809975528,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19159,-1.831563017970568,0.13065758734441196,0.06764655003626231,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19160,-1.7500387546565046,0.2550064832405449,0.2903552232899045,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19171,-1.8815114079667248,0.25342275933444625,-0.3295395489726397,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19172,-1.7708611946053618,-0.030891105446532306,0.090519662220551,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19175,-1.8587927990150728,0.06576424437912465,0.0836038369936355,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19184,-1.7331785375256399,0.05482629570124722,0.032997461153105166,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19185,-1.8044187461812369,0.3539492952264169,-0.16356787592717312,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19189,-1.7466610960374145,0.0745896505092832,-0.26041856631749905,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19190,-1.8162365988203624,0.3195576884393607,-0.14825112852775935,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19197,-1.8522023700008785,0.08878066414538105,-0.05964607363984501,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19198,-1.8522691621973133,-0.01950189860206735,-0.16561850086640534,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19200,-1.7558420566083297,0.10438358765887502,-0.19911317084783545,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19201,-1.7870135929557625,-0.02793092468990712,0.13982407640132674,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19204,-1.8663296601039188,0.21235974655133646,-0.2634384930778124,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19206,-1.833108032141876,0.2394948851523468,0.3627882901631404,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19207,-1.8163594203258882,0.21883113656284628,-0.5044805974314075,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19209,-1.6197478709911086,-0.0250380292524151,-0.16319638281798796,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19210,-1.7529556674094713,-0.0075007756124340266,0.30197048574863045,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19213,-1.7278398038308451,0.1683996699565276,-0.13813346169357416,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19214,-1.81756579231502,0.10929246402795677,-0.13651498191241318,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19222,-1.7467741181366203,0.22525584386467645,-0.07494781950142544,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19223,-1.8186707854007085,0.049671250764426106,-0.3596536404354148,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19225,-1.6189006345123045,0.00695646504887227,-0.0915330543092238,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19235,-1.7482794998432998,0.054587833192453625,0.02643555239917627,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19236,-1.752334163251799,0.036744477494986126,0.13624636945074428,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19238,-1.7077601040322037,-0.011363251311977072,0.17466454957958014,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19239,-1.9354969566824842,0.4363865293820415,0.17581716930282998,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19247,-1.9167673500024398,0.15918958038039446,-0.06444551037170061,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19248,-1.6791326564695317,0.2067054348653556,-0.03877100701564305,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19256,-1.7577465663308514,0.2980990207096384,-0.13914292878979814,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19257,-1.6773599270849862,0.2494048570036389,0.2023105857720993,AFR,YRI,"Yoruba in Ibadan, Nigeria"
NA19307,-1.8410828226981584,0.19839405105191307,-0.014847042569719473,AFR,LWK,"Luhya in Webuye, Kenya"
NA19308,-1.6699338850616354,-0.08166073587945533,0.17414326450893858,AFR,LWK,"Luhya in Webuye, Kenya"
NA19309,-1.631327725322333,0.2379662749623546,-0.02935379216336229,AFR,LWK,"Luhya in Webuye, Kenya"
NA19310,-1.6875224810836225,0.2157956284496592,-0.15087035776570104,AFR,LWK,"Luhya in Webuye, Kenya"
