Sample_ID,PC1_0.03008,PC2_0.01143,PC3_0.00354,Super_Population,Population,Population_Description
HG01707,0.5221450270480155,-1.1749041982400004,0.1566233465382808,EUR,IBS,Iberian populations in Spain
HG01708,0.489424512605269,-1.3377667817424126,0.5030853834624448,EUR,IBS,Iberian populations in Spain
HG01709,0.5141282916196709,-1.080589736921144,-0.6945690946729568,EUR,IBS,Iberian populations in Spain
HG01710,0.5450585668076615,-1.509669396083414,-0.6861303287848505,EUR,IBS,Iberian populations in Spain
HG01746,0.557018692147303,-1.6484239212479344,-0.4875386611942384,EUR,IBS,Iberian populations in Spain
HG01747,0.4665032233540342,-1.2104910977069674,-0.16132618317613676,EUR,IBS,Iberian populations in Spain
HG01756,0.566952202190168,-1.1406700346579044,-0.1307982168285034,EUR,IBS,Iberian populations in Spain
HG01757,0.14799931357261614,-1.0104286795147421,-0.5315239181074753,EUR,IBS,Iberian populations in Spain
HG01761,0.6801440444574832,-1.1948095882206489,-0.011314159169040106,EUR,IBS,Iberian populations in Spain
HG01762,0.5560731223093613,-1.111936564910441,0.20967482214684824,EUR,IBS,Iberian populations in Spain
HG01765,0.5516416628084843,-1.2790964810227192,-0.10638790239235996,EUR,IBS,Iberian populations in Spain
HG01766,0.4919741561868702,-1.4051627600792602,-0.11741405768718448,EUR,IBS,Iberian populations in Spain
HG01767,0.5290417552675661,-1.086296632795709,-0.2889176718760484,EUR,IBS,Iberian populations in Spain
HG01768,0.4989307219770076,-1.319648539880078,0.11136449875288858,EUR,IBS,Iberian populations in Spain
HG01770,0.5224985309620092,-1.2519455783133826,-0.0746383091233664,EUR,IBS,Iberian populations in Spain
HG01771,0.58526615504306,-1.7416315171803929,-0.4230242235471902,EUR,IBS,Iberian populations in Spain
HG01773,0.6191092166253697,-1.6321321781760962,-0.4834441835128169,EUR,IBS,Iberian populations in Spain
HG01775,0.5560717068889132,-1.5436428907606097,-0.39010226303881856,EUR,IBS,Iberian populations in Spain
HG01776,0.6079162766830735,-0.7664197144337365,-1.0266900176667328,EUR,IBS,Iberian populations in Spain
HG01777,0.5295044568141329,-1.5249680219387132,0.032845859616453935,EUR,IBS,Iberian populations in Spain
HG01779,0.5759685734778531,-1.7910471415669218,-0.2622189878156584,EUR,IBS,Iberian populations in Spain
HG01781,0.5462971904262923,-1.0745638378510238,0.06682204969941254,EUR,IBS,Iberian populations in Spain
HG01783,0.6336198843478463,-1.2123713294621474,-0.373219031671492,EUR,IBS,Iberian populations in Spain
HG01784,0.5388518721549299,-1.186559206957344,-0.2023167736141029,EUR,IBS,Iberian populations in Spain
HG01785,0.5102713985396886,-1.4590805540878256,0.03469081253817708,EUR,IBS,Iberian populations in Spain
HG01786,0.5166665380218558,-1.1183408793257956,-0.43851685152868536,EUR,IBS,Iberian populations in Spain
HG01789,0.4349728379507525,-1.2838872796550345,-0.1968958356137652,EUR,GBR,British in England and Scotland
HG01790,0.7006985053727905,-1.3154362654132443,-0.12522736786948915,EUR,GBR,British in England and Scotland
HG01791,0.5646683648858836,-1.6019958347244068,-0.4169472992284203,EUR,GBR,British in England and Scotland
HG01794,0.8711443498508916,1.8733390398824181,-0.0985302842462326,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01795,0.6982409068566146,2.0505435613387566,0.25932390020216345,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01796,0.7593594076274259,1.7527489259610225,0.06406881622452812,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01797,0.745136106428484,1.6998955026483566,0.1971857222762841,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01798,0.7381364641508897,1.7655621007208735,-0.15528561020516654,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01799,0.8035781457727429,1.6769924699544572,0.6190357915998306,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01800,0.7313326602802626,1.9238676682210758,0.11432813418623128,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01801,0.8017441392083942,1.1714159262047392,-0.3471368530577245,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01802,0.6080273844463547,1.8841575118279084,0.8086360484342195,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01804,0.7738416480576026,1.6465725748511064,-0.029697777189786563,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01805,0.6135206580411204,1.6375948010622519,0.3772026280121867,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01806,0.8359991793483565,1.7066355782165377,0.23008278048552,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01807,0.7616793002842053,1.7655806572408972,0.05308330674505311,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01808,0.7779196092547154,1.7213275553279648,0.17341936013884018,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01809,0.7750338471902741,1.7305519883905274,-0.20595552368258926,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01810,0.6907922965558657,1.8834550592872696,-0.19496091448088929,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01811,0.8411805586756629,1.6184020346907422,0.1932165547347371,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01812,0.9108813193474894,1.5810510021804276,-0.2526726466715105,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01813,0.7422920257242267,1.954916044458953,-0.14785690429348172,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01815,0.6403923551224253,1.4915119429476902,0.4282356614917607,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01816,0.7711102982514908,1.5143622677643842,0.3380973941289263,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01817,0.7218046512837818,1.6220437626717443,0.6848994511521302,EAS,CDX,"Chinese Dai in Xishuangbanna, China"
HG01840,0.724556108637699,1.9633308278949653,0.1569321037158668,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01841,0.7380026044878711,1.6575774430917607,0.26637931568644035,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01842,0.6579698309496129,1.834134710352212,0.20610444419099952,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01843,0.8130077996824994,1.6919123744293731,0.006548313049407219,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01844,0.7823464167715133,1.539794703590644,0.3753550014547508,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01845,0.8008377449717062,1.6185178692436821,-0.031179768985525238,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01846,0.6993863022340056,1.3504721584258448,-0.0640375967380284,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01847,0.6992198652168461,1.5849353439858,0.2335679922547412,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01848,0.8998608631283829,1.5118567670873269,0.2739823966769498,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01849,0.7088615022686997,1.5716747072866706,0.10059662018709947,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01850,0.7690361607903099,1.4179306446043454,-0.04701771269662284,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01851,0.7801107293236237,1.703874285890936,-0.4068681376588076,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01852,0.7670655195184336,1.3812731119318318,0.01057380730786206,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01853,0.7807779165655216,1.9066914824166799,0.3224734328266783,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01855,0.5992604342354371,1.5128510900942633,-0.2568695624985101,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01857,0.8287560031862178,1.3682900569979892,0.01812215460765482,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01858,0.8762732045432471,1.6652461381344392,-0.02380266953978596,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01859,0.8211702609785739,1.400969189587365,-0.36072771045082697,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01860,0.79842170354801,1.6824719549616427,-0.04846244540913147,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01861,0.7557311292931462,1.6187824076816215,0.402656220218769,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01862,0.6631085300424099,1.3487313800460905,0.1821893443654584,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01863,0.7456651909738936,1.7020875505759985,0.5455435735202545,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01864,0.7691664655857968,1.753151042879739,0.2895472689890262,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01865,0.7531364972110496,1.6931871288095246,-0.23906402129503146,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01866,0.8877592426795908,1.3856651615271551,0.17890057718518673,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01867,0.6862879761344669,1.9965389099753137,-0.10954640851456122,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01868,0.7456193992170425,1.7620956169955548,0.14867096856552126,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01869,0.7040441835843679,1.5972715263950792,0.3245474871942868,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01870,0.7752611878114,1.4455735130129448,0.2494782911270331,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01871,0.7069292695112063,1.4965863853783672,0.4678340659697249,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01872,0.7672295048768727,1.6274744433043342,-0.09550988791892898,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01873,0.8219978486983521,1.569190138070846,0.190559226310988,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01874,0.8288611336738536,1.5744967493000617,-0.2892467028027579,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01878,0.8912800327922621,1.9043103668789525,-0.16117839906512602,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
HG01879,-0.8456143016171809,-0.2338556377692877,-0.33092875768776503,AFR,ACB,African Caribbean in Barbados
HG01880,-0.6236855054869737,-0.08542249013205656,0.7482660151122958,AFR,ACB,African Caribbean in Barbados
HG01882,-1.8723130028844035,0.12725816534456955,-0.06740282340271879,AFR,ACB,African Caribbean in Barbados
HG01883,-0.7169394303700422,-0.4451129093980688,0.007296792975660916,AFR,ACB,African Caribbean in Barbados
HG01885,-1.5816154562229439,0.11025298467764018,0.060774492825392164,AFR,ACB,African Caribbean in Barbados
HG01886,-0.7845827422100543,-0.4189740406531369,0.12110615550218808,AFR,ACB,African Caribbean in Barbados
HG01889,-1.5498740223816103,0.008602460911188362,0.028187998881359894,AFR,ACB,African Caribbean in Barbados
HG01890,-1.3663741837683123,-0.2109787691735702,0.08838669364499402,AFR,ACB,African Caribbean in Barbados
HG01892,0.6117533224187266,-0.6381039375196834,-2.081207329953714,AMR,PEL,"Peruvian in Lima, Peru"
HG01893,0.7063642467165683,0.3882647422144441,-3.803409152339376,AMR,PEL,"Peruvian in Lima, Peru"
HG01894,-1.1602451702883845,-0.053469883530152286,-0.05882940214583551,AFR,ACB,African Caribbean in Barbados
